id;origen;fuente;no_enviar_email;no_llamar;compra;visitas_total;tiempo_en_site_total;paginas_vistas_visita;ult_actividad;ambito;ocupacion;conociste_google;conociste_revista;conociste_periodico;conociste_youtube;conociste_facebook;conociste_referencias;score_actividad;score_perfil;descarga_lm
658071;Landing Page Submission;Google;No;No;0;2;1816;2;Converted to Lead;Select;Unemployed;No;No;No;No;No;No;14;17;No
658070;Landing Page Submission;Direct Traffic;No;No;0;7;74;2.33;Unreachable;Finance Management;Unemployed;No;No;No;No;No;No;13;18;No
658063;API;Organic Search;No;No;0;13;54;6.5;Email Opened;Select;Unemployed;No;No;No;No;No;No;15;15;No
658048;Landing Page Submission;Direct Traffic;No;No;1;3;1183;3;Email Opened;Finance Management;;No;No;No;No;No;No;13;17;Yes
658029;Landing Page Submission;Direct Traffic;No;No;0;3;66;3;Email Opened;IT Projects Management;Unemployed;No;No;No;No;No;No;14;14;Yes
658023;API;Chat;No;No;0;3;1122;1.5;Email Opened;;;No;No;No;No;No;No;15;15;No
658017;Landing Page Submission;Organic Search;No;No;0;6;135;6;Email Opened;Supply Chain Management;Unemployed;No;No;No;No;No;No;14;18;Yes
658011;Landing Page Submission;Direct Traffic;No;No;0;9;307;1.8;Chat Conversation;E-Business;;No;No;No;No;No;No;14;18;Yes
657995;Landing Page Submission;Organic Search;No;No;0;12;28;6;Email Opened;International Business;Unemployed;No;No;No;No;No;No;14;16;Yes
657990;API;Chat;No;No;0;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;14;15;No
657971;Landing Page Submission;google;No;No;0;5;306;5;Page Visited on Website;Select;;No;No;No;No;No;No;14;13;No
657968;Landing Page Submission;Direct Traffic;No;No;1;7;116;7;Email Opened;Human Resource Management;Unemployed;No;No;No;No;No;No;15;18;Yes
657951;Landing Page Submission;Direct Traffic;No;No;0;2;1054;2;Email Opened;Human Resource Management;Unemployed;No;No;No;No;No;No;14;18;Yes
657941;API;Organic Search;No;No;1;3;195;3;Converted to Lead;Operations Management;Unemployed;No;No;No;No;No;No;15;15;No
657920;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No
657905;Landing Page Submission;Google;No;No;1;3;732;3;Email Opened;Operations Management;Working Professional;No;No;No;No;No;No;14;17;No
657902;API;Chat;No;No;0;7;1130;2.33;Page Visited on Website;Human Resource Management;Unemployed;No;No;No;No;No;No;15;16;Yes
657899;API;Organic Search;No;No;0;13;594;4.33;Had a Phone Conversation;Select;Unemployed;No;No;No;No;No;No;13;15;No
657887;API;Organic Search;No;No;0;5;1117;5;Email Opened;;;No;No;No;No;No;No;15;15;No
657882;API;Referral Sites;No;No;0;14;354;14;Unreachable;Select;Unemployed;No;No;No;No;No;No;14;13;No
657879;API;Google;No;No;0;3;217;3;Unreachable;Select;Unemployed;No;No;No;No;No;No;13;15;No
657828;API;Chat;No;No;0;0;0;0;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;15;15;No
657823;API;Direct Traffic;No;No;1;5;1837;2.5;Email Opened;Finance Management;Unemployed;No;No;No;No;No;No;14;17;No
657821;Landing Page Submission;Google;No;No;0;1;302;1;Converted to Lead;Human Resource Management;;No;No;No;No;No;No;14;17;No
657803;Landing Page Submission;Google;No;No;0;6;32;6;Page Visited on Website;Human Resource Management;;No;No;No;No;No;No;15;18;No
657777;Landing Page Submission;Direct Traffic;No;No;0;1;1226;1;Converted to Lead;Human Resource Management;Unemployed;No;No;No;No;No;No;14;17;Yes
657754;Landing Page Submission;Google;No;No;0;4;144;4;Email Opened;Operations Management;;No;No;No;No;No;No;13;17;No
657741;API;Organic Search;No;No;1;2;631;1;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;16;15;No
657731;Landing Page Submission;Direct Traffic;No;No;1;1;891;1;Converted to Lead;Operations Management;Student;No;No;No;No;No;No;15;19;Yes
657717;API;Chat;No;No;0;0;0;0;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;15;15;No
657703;API;Google;No;No;0;3;235;3;Email Opened;;;No;No;No;No;No;No;14;15;No
657697;Landing Page Submission;Google;No;No;0;2;453;2;Email Link Clicked;Services Excellence;;No;No;No;No;No;No;12;15;No
657691;API;Referral Sites;No;No;0;3;60;1.5;Page Visited on Website;Select;Unemployed;No;No;No;No;No;No;14;13;No
657676;API;Organic Search;No;No;0;9;96;4.5;Page Visited on Website;Select;Unemployed;No;No;No;No;No;No;13;15;No
657655;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;15;15;No
657644;API;Referral Sites;No;No;1;11;825;11;Chat Conversation;Finance Management;Working Professional;No;No;No;No;No;No;17;15;No
657643;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No
657620;API;Direct Traffic;No;No;0;11;10;5.5;Page Visited on Website;Select;Unemployed;No;No;No;No;No;No;12;15;No
657611;Lead Add Form;Reference;No;No;1;;1704;;;Select;Unemployed;No;No;No;No;No;No;14;17;No
657609;API;Organic Search;No;No;1;3;1154;1;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;16;15;No
657590;Lead Add Form;Reference;No;No;1;;1262;;;Operations Management;Unemployed;No;No;No;No;No;No;14;19;No
657586;Lead Add Form;Reference;No;No;1;0;0;0;Email Opened;Banking, Investment And Insurance;Working Professional;No;No;No;No;No;No;14;19;No
657572;Landing Page Submission;Referral Sites;No;No;1;6;104;3;Email Opened;Human Resource Management;Unemployed;No;No;No;No;No;No;15;15;Yes
657510;API;Google;No;No;0;3;331;3;Email Opened;;;No;No;No;No;No;No;13;15;No
657502;Landing Page Submission;Google;No;No;0;5;294;2.5;Email Opened;Healthcare Management;Unemployed;No;No;No;No;No;No;12;15;No
657500;API;Organic Search;No;No;0;5;345;5;Email Opened;;;No;No;No;No;No;No;14;15;No
657480;API;Google;No;No;0;2;172;2;Chat Conversation;;;No;No;No;No;No;No;11;15;No
657477;Landing Page Submission;Google;No;No;1;4;228;4;Email Opened;Banking, Investment And Insurance;Unemployed;No;No;No;No;No;No;14;19;No
657470;Landing Page Submission;Organic Search;No;No;0;5;26;5;Email Opened;Hospitality Management;;No;No;No;No;No;No;15;14;Yes
657452;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;15;15;No
657436;API;Referral Sites;No;No;0;4;436;4;Email Link Clicked;;;No;No;No;No;No;No;12;13;No
657426;Landing Page Submission;google;No;No;0;5;1008;5;Page Visited on Website;Select;;No;No;No;No;No;No;15;14;No
657423;Landing Page Submission;Referral Sites;No;No;0;17;71;3.4;Unreachable;Select;Unemployed;No;No;No;No;No;No;13;16;No
657421;Landing Page Submission;Google;No;No;0;8;43;8;Chat Conversation;Human Resource Management;Unemployed;No;No;No;No;No;No;15;18;No
657390;Landing Page Submission;Google;No;No;0;4;294;4;Email Opened;E-Business;Unemployed;No;No;No;No;No;No;13;18;No
657388;API;Organic Search;No;No;0;2;1528;1;Chat Conversation;;;No;No;No;No;No;No;15;15;No
657386;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;15;15;No
657385;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;14;15;No
657381;API;Referral Sites;No;No;0;1;213;1;Converted to Lead;Select;Unemployed;No;No;No;No;No;No;14;13;No
657379;Landing Page Submission;Organic Search;No;No;1;4;31;1.33;Email Opened;Operations Management;Working Professional;No;No;No;No;No;No;15;18;Yes
657356;API;Google;No;No;0;3;389;3;Email Opened;;;No;No;No;No;No;No;12;15;No
657327;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No
657318;API;Google;No;No;0;4;97;4;Chat Conversation;;;No;No;No;No;No;No;15;15;No
657316;Landing Page Submission;Direct Traffic;No;No;0;13;194;13;Email Opened;Marketing Management;;No;No;No;No;No;No;15;18;Yes
657313;Landing Page Submission;Direct Traffic;No;No;1;2;526;2;Form Submitted on Website;Human Resource Management;Unemployed;No;No;No;No;No;No;14;18;No
657311;API;Google;No;No;0;10;11;10;View in browser link Clicked;;;No;No;No;No;No;No;8;15;No
657302;API;Organic Search;No;No;0;5;297;2.5;Email Link Clicked;;;No;No;No;No;No;No;14;15;No
657295;Landing Page Submission;Direct Traffic;No;No;0;4;174;4;Email Opened;Human Resource Management;Unemployed;No;No;No;No;No;No;13;18;No
657267;Landing Page Submission;Organic Search;No;No;0;4;12;4;Page Visited on Website;Banking, Investment And Insurance;Unemployed;No;No;No;No;No;No;14;16;Yes
657261;Landing Page Submission;Direct Traffic;No;No;1;5;254;1.25;Email Opened;Finance Management;Unemployed;No;No;No;No;No;No;12;18;Yes
657247;Lead Add Form;Reference;No;No;1;;803;;;Human Resource Management;Unemployed;No;No;No;No;No;No;14;20;No
657226;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No
657225;Landing Page Submission;Google;No;No;1;4;595;4;Page Visited on Website;Banking, Investment And Insurance;Unemployed;No;No;No;No;No;No;15;17;No
657224;API;Referral Sites;No;No;0;7;250;2.33;Email Opened;;;No;No;No;No;No;No;14;13;No
657220;Landing Page Submission;Google;No;No;0;11;1189;11;Email Opened;Human Resource Management;Unemployed;No;No;No;No;No;No;15;18;No
657186;Landing Page Submission;Google;No;No;0;5;73;5;Email Opened;IT Projects Management;Unemployed;No;No;No;No;No;No;14;15;No
657183;Landing Page Submission;Direct Traffic;No;No;0;3;491;3;Email Opened;E-Business;Working Professional;No;No;No;No;No;No;14;20;Yes
657174;API;Google;Yes;No;1;7;1281;1.75;Email Bounced;Select;Unemployed;No;No;No;No;No;No;15;15;No
657148;API;Organic Search;No;No;1;3;117;3;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;15;15;No
657142;API;Google;No;No;0;5;1493;1.67;Email Opened;;;No;No;No;No;No;No;14;15;No
657139;Landing Page Submission;Google;No;No;1;5;263;2.5;Email Opened;Marketing Management;Unemployed;No;No;No;No;No;No;16;18;No
657138;API;Google;No;No;0;7;207;3.5;Email Opened;;;No;No;No;No;No;No;14;15;No
657123;Landing Page Submission;Google;No;No;0;4;67;4;Page Visited on Website;Banking, Investment And Insurance;Unemployed;No;No;No;No;No;No;15;18;No
657117;API;Referral Sites;No;No;0;6;866;3;Email Opened;Select;Unemployed;No;No;No;No;No;No;14;13;No
657101;Landing Page Submission;Organic Search;No;No;0;6;419;6;Unreachable;Supply Chain Management;Unemployed;No;No;No;No;No;No;13;18;Yes
657092;API;Organic Search;No;No;0;11;188;5.5;Email Link Clicked;;;No;No;No;No;No;No;14;15;No
657077;API;Google;No;No;0;2;362;2;Email Link Clicked;Select;Unemployed;No;No;No;No;No;No;12;15;No
657073;Landing Page Submission;Google;No;No;0;3;199;3;Form Submitted on Website;Human Resource Management;Unemployed;No;No;No;No;No;No;9;18;No
657045;API;Google;No;No;1;10;556;5;Chat Conversation;Finance Management;Unemployed;No;No;No;No;No;No;16;16;No
657038;API;Referral Sites;No;No;1;5;1536;5;Email Opened;Human Resource Management;Working Professional;No;No;No;No;No;No;14;15;No
657033;API;Google;No;No;1;4;1088;4;Page Visited on Website;Supply Chain Management;Working Professional;No;No;No;No;No;No;16;18;No
657032;Landing Page Submission;Referral Sites;No;No;1;6;863;6;Email Opened;Operations Management;Unemployed;No;No;No;No;No;No;16;17;Yes
657031;Landing Page Submission;Direct Traffic;Yes;No;0;4;1410;4;Email Bounced;Marketing Management;Unemployed;No;No;No;No;No;No;13;17;No
657014;API;Organic Search;Yes;No;0;8;76;8;Email Bounced;;;No;No;No;No;No;No;13;15;No
657010;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;15;15;No
657002;Landing Page Submission;Direct Traffic;No;No;0;6;209;3;Page Visited on Website;Healthcare Management;Unemployed;No;No;No;No;No;No;15;14;Yes
656976;Landing Page Submission;Google;No;No;0;5;58;5;Email Opened;Finance Management;Unemployed;No;No;No;No;No;No;13;18;No
656962;API;Google;No;No;0;6;90;2;Page Visited on Website;Select;Unemployed;No;No;No;No;No;No;14;15;No
656948;API;Organic Search;No;No;1;7;950;2.33;Email Opened;Human Resource Management;Unemployed;No;No;No;No;No;No;15;16;No
656945;API;Chat;No;No;0;0;0;0;Email Opened;Healthcare Management;Unemployed;No;No;No;No;No;No;14;13;No
656939;Landing Page Submission;Google;No;No;0;8;149;2;Chat Conversation;Finance Management;;No;No;No;No;No;No;14;18;Yes
656938;Landing Page Submission;Direct Traffic;No;No;0;4;3;4;Chat Conversation;International Business;Unemployed;No;No;No;No;No;No;15;16;Yes
656911;Landing Page Submission;Direct Traffic;No;No;1;7;901;7;Email Opened;Marketing Management;Unemployed;No;No;No;No;No;No;16;20;No
656900;API;Chat;No;No;0;0;0;0;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;15;15;No
656896;API;Referral Sites;No;No;0;6;110;3;Email Link Clicked;;;No;No;No;No;No;No;14;13;No
656887;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;16;15;No
656880;Lead Add Form;Reference;No;No;1;0;0;0;Email Opened;Banking, Investment And Insurance;Unemployed;No;No;No;No;No;No;14;20;No
656875;API;Google;No;No;0;3;445;3;Email Link Clicked;Select;Unemployed;No;No;No;No;No;No;12;15;No
656859;Landing Page Submission;Google;No;No;0;7;1939;2.33;Email Opened;Media and Advertising;Unemployed;No;No;No;No;No;No;13;17;No
656852;API;Chat;No;No;0;0;0;0;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;12;15;No
656833;API;Google;No;No;0;3;199;1.5;Email Opened;Banking, Investment And Insurance;Unemployed;No;No;No;No;No;No;10;17;No
656795;API;Direct Traffic;No;No;0;1;633;1;Converted to Lead;;;No;No;No;No;No;No;14;15;No
656789;API;Google;No;No;0;4;457;2;Email Opened;;;No;No;No;No;No;No;13;15;No
656778;API;Referral Sites;No;No;0;4;86;4;Chat Conversation;;;No;No;No;No;No;No;14;13;No
656776;Landing Page Submission;Google;No;No;0;7;57;2.33;Email Opened;Business Administration;;No;No;No;No;No;No;13;18;No
656754;API;Chat;No;No;0;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;14;15;No
656743;Landing Page Submission;Organic Search;No;No;1;21;1113;2.63;Email Opened;Operations Management;Unemployed;No;No;No;No;No;No;15;18;Yes
656729;API;Referral Sites;No;No;0;4;237;4;Email Opened;;;No;No;No;No;No;No;12;13;No
656723;Landing Page Submission;Google;No;No;0;2;43;2;Form Submitted on Website;Finance Management;Unemployed;No;No;No;No;No;No;12;20;No
656715;Lead Add Form;Reference;No;No;1;;43;;;Media and Advertising;Unemployed;No;No;No;No;No;No;14;19;No
656698;API;Chat;No;No;0;0;0;0;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;15;15;No
656685;Lead Add Form;Google;No;No;1;0;0;0;Email Opened;Supply Chain Management;Unemployed;No;No;No;No;No;No;15;18;No
656682;API;Chat;No;No;0;0;0;0;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;15;15;No
656681;API;Organic Search;No;No;0;2;1366;2;Chat Conversation;;;No;No;No;No;No;No;14;15;No
656668;Lead Add Form;Reference;No;No;1;0;0;0;Email Link Clicked;Human Resource Management;Unemployed;No;No;No;No;No;No;15;20;No
656665;API;Organic Search;No;No;0;3;124;3;Converted to Lead;;;No;No;No;No;No;No;14;15;No
656660;API;Google;No;No;0;2;135;2;Email Opened;;;No;No;No;No;No;No;14;15;No
656644;Landing Page Submission;Referral Sites;No;No;1;5;1216;2.5;Email Opened;International Business;Working Professional;No;No;No;No;No;No;15;15;Yes
656621;Landing Page Submission;Direct Traffic;No;No;0;3;35;3;Email Opened;Human Resource Management;Unemployed;No;No;No;No;No;No;13;18;Yes
656594;API;Chat;No;No;1;0;0;0;Unreachable;Finance Management;Unemployed;No;No;No;No;No;No;16;16;No
656589;Landing Page Submission;Google;No;No;0;4;157;4;Email Opened;Operations Management;;No;No;No;No;No;No;14;17;No
656586;API;Chat;No;No;0;0;0;0;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;15;14;No
656580;API;Referral Sites;No;No;0;3;170;1.5;Email Opened;;;No;No;No;No;No;No;12;13;No
656576;API;Organic Search;No;No;0;4;71;4;Chat Conversation;;;No;No;No;No;No;No;11;15;No
656571;Landing Page Submission;Organic Search;No;No;0;5;811;5;Email Opened;Operations Management;;No;No;No;No;No;No;15;18;Yes
656563;Lead Add Form;Reference;No;No;1;;972;;;Healthcare Management;Working Professional;No;No;No;No;No;No;14;17;No
656560;API;Referral Sites;No;No;0;10;278;5;Page Visited on Website;;;No;No;No;No;No;No;14;13;No
656559;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;15;15;No
656527;API;Referral Sites;No;No;0;5;809;5;Page Visited on Website;;;No;No;No;No;No;No;14;13;No
656526;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No
656516;Lead Add Form;Reference;No;No;1;;781;;;Supply Chain Management;Unemployed;No;No;No;No;No;No;14;20;No
656511;Landing Page Submission;Google;No;No;1;4;1226;4;Email Opened;Finance Management;Unemployed;No;No;No;No;No;No;13;20;No
656504;Landing Page Submission;Google;No;No;0;5;1469;2.5;Email Link Clicked;Rural and Agribusiness;;No;No;No;No;No;No;15;15;No
656493;API;Referral Sites;No;No;0;5;253;1.67;Email Opened;;;No;No;No;No;No;No;14;13;No
656483;Landing Page Submission;Organic Search;No;No;1;4;1378;4;Had a Phone Conversation;Human Resource Management;Unemployed;No;No;No;No;No;No;14;17;No
656481;API;Referral Sites;No;No;0;10;66;10;Email Opened;Select;Unemployed;No;No;No;No;No;No;14;13;No
656478;Landing Page Submission;Google;No;No;0;4;372;4;Page Visited on Website;Human Resource Management;;No;No;No;No;No;No;15;18;No
656469;API;Organic Search;No;No;1;3;1636;1.5;Page Visited on Website;;;No;No;No;No;No;No;15;15;No
656463;API;Google;No;No;0;2;376;2;Email Opened;;;No;No;No;No;No;No;12;15;No
656457;Landing Page Submission;Google;No;No;1;1;214;1;Converted to Lead;Supply Chain Management;Unemployed;No;No;No;No;No;No;15;16;No
656448;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No
656413;API;Chat;Yes;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;15;15;No
656412;Landing Page Submission;Organic Search;No;No;0;8;93;8;Email Opened;E-COMMERCE;;No;No;No;No;No;No;14;13;Yes
656402;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;14;15;No
656400;Landing Page Submission;Direct Traffic;No;No;0;3;365;3;Email Opened;IT Projects Management;Unemployed;No;No;No;No;No;No;13;15;Yes
656399;Landing Page Submission;Google;No;No;1;6;274;2;Email Opened;Marketing Management;Unemployed;No;No;No;No;No;No;15;18;No
656385;API;Referral Sites;No;No;0;4;179;4;Email Opened;;;No;No;No;No;No;No;14;13;No
656382;Landing Page Submission;Google;No;No;0;15;753;15;Unreachable;Banking, Investment And Insurance;Unemployed;No;No;No;No;No;No;14;18;Yes
656381;Landing Page Submission;Direct Traffic;No;No;0;3;1346;3;Email Opened;Human Resource Management;;No;No;No;No;No;No;13;17;Yes
656378;API;Google;No;No;0;7;277;3.5;Email Opened;;;No;No;No;No;No;No;13;15;No
656362;API;Google;No;No;0;2;90;2;Email Opened;;;No;No;No;No;No;No;14;15;No
656359;API;Chat;No;No;0;0;0;0;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;12;15;No
656356;Landing Page Submission;Google;No;No;1;9;1289;2.25;Email Opened;IT Projects Management;Working Professional;No;No;No;No;No;No;15;17;Yes
656354;API;Referral Sites;No;No;0;8;246;2.67;Email Opened;;;No;No;No;No;No;No;14;13;No
656345;Landing Page Submission;Google;No;No;0;11;116;3.67;Page Visited on Website;Marketing Management;;No;No;No;No;No;No;13;17;No
656340;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;15;15;No
656331;Landing Page Submission;Google;No;No;1;5;472;5;Had a Phone Conversation;Marketing Management;Unemployed;No;No;No;No;No;No;14;18;Yes
656327;API;Google;No;No;0;2;395;1;Email Opened;;;No;No;No;No;No;No;10;15;No
656276;API;Chat;No;No;0;0;0;0;Unreachable;;;No;No;No;No;No;No;15;15;No
656271;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;16;15;No
656265;Landing Page Submission;Direct Traffic;Yes;No;1;4;1354;4;Unsubscribed;Business Administration;Unemployed;No;No;No;No;No;No;14;18;Yes
656259;Landing Page Submission;Organic Search;No;No;1;5;1102;5;Email Opened;Human Resource Management;Unemployed;No;No;No;No;No;No;14;18;Yes
